"Peak id","Mass","RT","P8.mzXML","P9.mzXML","P10.mzXML","P1.mzXML","P2.mzXML","P3.mzXML","P4.mzXML","P5.mzXML","P6.mzXML","P7.mzXML","B6.mzXML","B7.mzXML","B8.mzXML","B9.mzXML","B10.mzXML","B1.mzXML","B2.mzXML","B3.mzXML","B4.mzXML","B5.mzXML","Polarity","FrAnK Annotation","PiMP Annotation","InChI Key"
"1368","336.1557","290.26","13940.67","9536.9","10074.61","11102.04","7996.92","8308.91","15036.27","11037.43","12949.31","11983.98","1591.31","1269.43","1528.65","1619.77","1040.14","1336.96","3231.41","1257.31","3089.16","NA","positive","No Fragments","4'-tert-Butyl-2',6'-dimethyl-3',5'-dinitroacetophenone,Aspartame,Glutamylphenylalanine,Hydroxyprolyl-Tyrosine,L-gamma-Glutamyl-beta-phenyl-beta-L-alanine,N-gamma-L-Glutamyl-L-phenylalanine,Tyrosyl-Hydroxyproline","FTWOPDCJCRFTHX-UHFFFAOYSA-N,IAOZJIPTCAWIRG-QWRGUYRKSA-N,IAOZJIPTCAWIRG-UHFFFAOYSA-N,IDPGQVFKQDLMJA-UHFFFAOYSA-N,KYOLCXJAAOGMSB-UHFFFAOYSA-N,WXCMHFPAUCOJIG-UHFFFAOYSA-N,XHHOHZPNYFQJKL-QWRGUYRKSA-N,XHHOHZPNYFQJKL-UHFFFAOYNA-N"
"1369","379.1213","794.49","8997.34","11935.03","8005.48","NA","NA","NA","NA","NA","NA","NA","44755.86","64697.81","55245.94","54882.39","34970.75","54887.15","51753.3","51312.47","56084.82","61729.64","positive","No Fragments","4-O-Methylgalactinol,Citalopram N-oxide,D-Pinitol 2-O-alpha-D-Galactopyranosyl,Galactopinitol A,Galactopinitol B","DIOGFDCEWUUSBQ-UHFFFAOYNA-N,DIOGFDCEWUUSBQ-UHFFFAOYSA-N,RSYNCMYDVZFZBP-KEUHYNFLSA-N,RSYNCMYDVZFZBP-UHFFFAOYNA-N,WFSVEMFCPALUBB-DVLBVPSGSA-N,WFSVEMFCPALUBB-GDYURJOXSA-N"
"1370","163.1329","2.23","42782.34","37975.49","58632.22","51482.85","51580.91","63675.43","41448.63","53524.16","47857.85","38301.38","53136.09","49141.04","41177.52","52233.8","44152.88","57752.75","43697.38","48706.04","44256.21","51123","positive","No Fragments","(3R,7R)-1,3,7-Octanetriol","NGACGNKKNNNNHK-UHFFFAOYNA-N"
"1371","1114.6844","452.42","9839.33","13935.87","20070.26","11912.03","31269.14","41457.77","55737.54","43525.98","61346.98","39735.96","17999.91","23703.16","11896.81","8368.16","19294.01","8177.76","15906.11","21250.66","10951.95","15953.09","positive","No Fragments","",""
"1372","419.2178","479.75","15320.24","13473.2","17545.35","18725.54","18692.38","17793.7","16169.32","16948","19876.58","19228.48","16803.81","18718.81","16413.4","17736.56","17227.09","16373.89","15819.32","17970.72","15113.8","17223.43","positive","No Fragments","(9S,10S)-10-Hydroxy-9-(phosphonooxy)octadecanoate,(9S,10S)-10-hydroxy-9-(phosphonooxy)octadecanoate,(9S,10S)-10-hydroxy-9-(phosphonooxy)octadecanoic acid,PA(15:0/0:0)","RZDCKQARKXMIQI-QGZVFWFLSA-N,UELBXEKQONEDKM-IRXDYDNUSA-N"
"1373","209.0926","281.91","60763.16","NA","NA","NA","NA","NA","NA","NA","NA","NA","54537.51","41723.16","47595.02","58207.29","37952.39","48476.13","46494.23","40112.88","49386.07","50384.25","positive","No Fragments","3-Hydroxy-4-methylanthranilate,3-Methoxyanthranilate,3alpha,4,5,7alpha-Tetrahydro-5-hydroxy-1H-isoindole-1,3(2H)-dione,3alpha,4,7,7alpha-Tetrahydro-4-hydroxy-1H-isoindole-1,3(2H)-dione,4-Aminobenzoyl-(beta)-alanine,D-4-Hydroxyphenylglycine,Formyl-5-hydroxykynurenamine,Isopyridoxal,Kynurenine,L-4-Hydroxyphenylglycine,L-Kynurenine,Orthoform,Pyridoxal,p-Aminosalicylic acid methyl ester","CKAXPTWYSHDIBN-UHFFFAOYSA-N,GNKXHPULSPWUAK-UHFFFAOYSA-N,GNUDNAYOODXBQP-UHFFFAOYSA-N,LJCWONGJFPCTTL-SSDOTTSWSA-N,LJCWONGJFPCTTL-ZETCQYMHSA-N,MLJWDNXRMUBJJU-UHFFFAOYSA-N,OYZONAXDAWHDMN-UHFFFAOYSA-N,QQOXBFUTRLDXDP-UHFFFAOYSA-N,RADKZDMFGJYCBB-UHFFFAOYSA-N,SXOPCLUOUFQBJV-UHFFFAOYSA-N,VHAXWROFYVPXMZ-UHFFFAOYSA-N,VNQABZCSYCTZMS-UHFFFAOYSA-N,YGPSJZOEDVAXAB-QMMMGPOBSA-N,YGPSJZOEDVAXAB-UHFFFAOYSA-N"
"1374","282.143","284.39","3493.87","NA","NA","NA","NA","NA","NA","NA","NA","NA","22160.57","22910.71","24245.11","23429.15","15186.76","18607.69","18964.56","18990.8","19998.83","19444.46","positive","No Fragments","D-Lysopine,Gamma-glutamyl-Isoleucine,Gamma-glutamyl-Leucine,Glutaminyl-Isoleucine,Glutaminyl-Leucine,Hydroxyprolyl-Lysine,Isoleucyl-Gamma-glutamate,Isoleucyl-Glutamine,Isoleucyl-Serine,L-Lysopine,Leucyl-Gamma-glutamate,Leucyl-Glutamine,Leucyl-Serine,Lysyl-Hydroxyproline,Meprobamate,Pantothenamide,Serinyl-Isoleucine,Serinyl-Leucine,Threoninyl-Valine,Valyl-Threonine","AMMYIDAXRNSZSJ-UHFFFAOYSA-N,ARPVSMCNIDAQBO-UHFFFAOYSA-N,BFDLYDRHDPSQHM-UHFFFAOYSA-N,BXAQOKHDAYJQPA-UHFFFAOYSA-N,BXLYSRPHVMCOPS-UHFFFAOYSA-N,CKHWEVXPLJBEOZ-UHFFFAOYSA-N,CNPNWGHRMBQHBZ-UHFFFAOYSA-N,GSRPWCGECLOSNH-UHFFFAOYSA-N,GVRKWABULJAONN-UHFFFAOYSA-N,JYOAXOMPIXKMKK-UHFFFAOYSA-N,NFDYGNFETJVMSE-UHFFFAOYSA-N,NPPQSCRMBWNHMW-UHFFFAOYSA-N,PFUZINYUQIJPNG-UHFFFAOYSA-N,TWVKGYNQQAUNRN-UHFFFAOYSA-N,XGDCYUQSFDQISZ-UHFFFAOYSA-N,XITLYYAIPBBHPX-UHFFFAOYSA-N,ZZYYVZYAZCMNPG-RQJHMYQMSA-N,ZZYYVZYAZCMNPG-UHFFFAOYNA-N"
"1375","251.1004","282.89","8931.43","NA","NA","NA","NA","NA","NA","NA","NA","NA","10569.84","8683.95","11854.55","10954.86","7578.75","9880.47","9694.86","7501.55","9871.12","9432.42","positive","No Fragments","(S)-ATPA,2-Keto-6-acetamidocaproate,6-Acetamido-2-oxohexanoate,6-Acetamido-3-oxohexanoate,Hydroxyprolyl-Proline,N-(3-(S)-Hydroxybutyryl)homoserine lactone,N-(3S-hydroxy-butanoyl)-homoserine lactone,N2-Acetyl-L-aminoadipate semialdehyde,Prolyl-Hydroxyproline,Prolylhydroxyproline,Tetraacetylethylenediamine","BGRWYDHXPHLNKA-UHFFFAOYSA-N,CRVYRJLIQHSUOQ-ZETCQYMHSA-N,FIXDIFPJOFIIEC-ZBHICJROSA-N,GICCYAKQXAHHKY-UHFFFAOYSA-N,GIOMWAZJQDYWEU-UHFFFAOYSA-N,NGCXIFFZXAZRAF-UHFFFAOYSA-N,ONPXCLZMBSJLSP-CSMHCCOUSA-N,ONPXCLZMBSJLSP-UHFFFAOYSA-N,PIXJURSCCVBKRF-LURJTMIESA-N"
"1376","230.1501","1183.41","60503.06","35958.16","40892.84","23305.46","23125.43","20779.47","24465.66","30735.89","19879.95","25763.28","39375.69","31963.61","52910.17","41497.72","19046.92","28827.12","43541.94","30599.22","41153.14","29009.53","positive","No Fragments","6-Acetamido-3-aminohexanoate,Alanyl-Valine,Glycyl-Isoleucine,Glycyl-L-leucine,Glycyl-leucine,Isoleucyl-Glycine,Leucyl-Glycine,N-Alpha-acetyllysine,N2-Acetyl-L-lysine,N6-Acetyl-L-lysine,Valyl-Alanine","DKEXFJVMVGETOO-LURJTMIESA-N,DTERQYGMUDWYAZ-ZETCQYMHSA-N,HSRXSKHRSXRCFC-UHFFFAOYSA-N,KGVHCTWYMPWEGN-UHFFFAOYSA-N,LESXFEZIFXFIQR-UHFFFAOYSA-N,LIWMQSWFLXEGMA-UHFFFAOYSA-N,MBZWIPOSTWTKSV-UHFFFAOYSA-N,UCGDDTHMMVWVMV-UHFFFAOYSA-N,VEYYWZRYIYDQJM-UHFFFAOYSA-N,VEYYWZRYIYDQJM-ZETCQYMHSA-N"
"1377","335.1561","1182.73","4234.12","2439.65","2332.59","1046.28","1452.71","NA","NA","1964.06","NA","NA","4805.09","4669.86","5957.32","6540.95","2036.1","4342.47","5150.58","4098.85","5634.73","4660.23","positive","No Fragments","2-(3-Carboxy-3-(methylammonio)propyl)-L-histidine,Ethopropazine","CDOZDBSBBXSXLB-UHFFFAOYSA-N,YBMOTEQVMANKGX-JAMMHHFISA-O"
"1378","268.1042","612.38","31518.47","57236.44","37113.63","28584.73","41887.91","50292.33","42908.55","46843.56","37256.29","32506.86","4338.17","2973.8","2941.86","4802.77","3841.67","3916.78","5186.38","4644.27","3411.75","4897.89","positive","No Fragments","5-Acetylamino-6-formylamino-3-methyluracil,Adenosine,Deoxyguanosine,Vidarabine,Zidovudine","HBOMLICNUCNMMY-XLPZGREQSA-N,OIRDTQYFTABQOQ-KQYNXXCUSA-N,OIRDTQYFTABQOQ-UHTZMRCNSA-N,RDZNZFGKEVDNPK-UHFFFAOYSA-N,YKBGVTZYEHREMT-KVQBGUIXSA-N"
"1379","994.5589","607.78","52182.71","38212.57","31639.43","45521.32","34805.11","52491.6","49975.65","43288.71","37807.48","42031.04","7649.71","5238.47","3108.44","5457.04","4722.61","4350.5","5958.56","4787.2","6188.2","4837.16","positive","No Fragments","",""
"1380","158.1541","255.8","32280.1","39836.76","36126.98","37065.83","34082.51","29594.68","29466.91","29322.51","50414.34","30405.52","38977.24","51711.16","44010.78","50288.98","56826.83","48829.89","57179.62","44784.36","40175.85","41833.24","positive","No Fragments","3-Methylhexan-2-ol, 5-Methylhexan-3-ol,(±)-2-Heptanol,1-Heptanol,4S-Methylhexan-3R-ol,4S-Methylhexan-3S-ol,Heptan-2R-ol,Heptan-2S-ol,Heptan-3-ol,Heptan-4-ol,Methyl hexyl ether,n-heptanol,xi-3-Heptanol","BBMCTIGTTCKYKF-UHFFFAOYSA-N,CETWDUZRCINIHU-SSDOTTSWSA-N,CETWDUZRCINIHU-UHFFFAOYNA-N,CETWDUZRCINIHU-ZETCQYMHSA-N,ICBJCVRQDSQPGI-UHFFFAOYSA-N,IRLSKJITMWPWNY-UHFFFAOYSA-N,NZPGYIBESMMUFU-BQBZGAKWSA-N,NZPGYIBESMMUFU-NKWVEPMBSA-N,RGCZULIFYUPTAR-UHFFFAOYSA-N,RZKSECIXORKHQS-UHFFFAOYNA-N,RZKSECIXORKHQS-UHFFFAOYSA-N,YVBCULSIZWMTFY-UHFFFAOYSA-N"
"1381","191.1643","256.06","5866.71","9224.05","17939.24","9987.69","7607.69","14901.67","6020.45","3809.83","8097.37","8184.39","8991.84","12306.34","13138.96","12657.82","13541.93","9928.18","13441.33","13819.91","8692.58","9367.53","positive","No Fragments","",""
"1382","376.2121","503.43","17497.36","16601.34","20720.27","22640.78","21422.36","22369.67","18274.51","20469.73","25462.03","23502.22","19663.43","20017.37","18988.35","20164.91","17903.88","19970.02","20930.03","19892.06","19514.86","21559.16","positive","No Fragments","3-(2-Methylpropanoyloxy)-8-(2-methylbutanoyloxy)-9,10-epoxy-p-mentha-1,3,5-triene,3-(2-Methylpropanoyloxy)-8-(3-methylbutanoyloxy)-9,10-epoxy-p-mentha-1,3,5-triene","DBEFONQGRSUFQO-UHFFFAOYNA-N,QVGMYLIEMRLBGN-UHFFFAOYNA-N"
"1383","105.1465","737.37","47658.3","44507.89","46485.25","35144.95","34273.45","38763.66","41690.93","48627.54","49126.31","56276.32","26005.13","18754.52","31800.03","30581.37","16959.11","19588.89","25014.32","19832.14","26252.65","24410","positive","No Fragments","",""
"1384","239.1391","743.57","30354.88","27151.79","27949.47","26505.6","24449.64","24878.63","33169.86","29862.72","30308.06","28749.1","7568.01","6339.34","8939.25","7057.05","6029.5","6369.37","6518.16","5940.82","6735.63","6267.38","positive","No Fragments","Desglymidodrine,Ecgonone methyl ester,L-Metanephrine,Metanephrine,Secobarbital,Tenuazonic acid","CEIZFXOZIQNICU-UHFFFAOYSA-N,JWJCTZKFYGDABJ-UHFFFAOYSA-N,JWJCTZKFYGDABJ-VIFPVBQESA-N,KLBSRSYHIIAQTG-PZICIZFRSA-N,KQPKPCNLIDLUMF-UHFFFAOYSA-N,VFRCNXKYZVQYLX-UHFFFAOYNA-N,WXEMSGQRTGSYOG-QXUHLLMWSA-N"
"1385","129.0956","719.58","47869.51","45257.25","51857.71","44143.46","44452.35","56113.23","53580.25","55426.57","50440.02","50057.87","2086","1320.6","4087.9","2486.61","2890.47","2854.75","2967.78","3248.24","2014.37","2655.04","positive","No Fragments","",""
"1386","215.1393","484.69","34113.41","30711.92","28607.45","24187.89","26195.35","27669.38","26067.24","24575.58","17414.48","23243.66","48986.01","42426.52","54738.28","40578.41","42476.05","46355.98","37134.54","38857.23","42409.15","37549.92","positive","No Fragments","Dethiobiotin,Hexanoylglycine,Isovalerylalanine,Isovalerylsarcosine,N-Acetyl-L-leucine,N-Acetylleucine,Prolyl-Valine,Swainsonine,Valyl-Proline","AUTOLBMXDDTRRT-JGVFFNPUSA-N,AUTOLBMXDDTRRT-UHFFFAOYSA-N,AWJGUZSYVIVZGP-UHFFFAOYSA-N,FXUAIOOAOAVCGD-WCTZXXKLSA-N,GIAZPLMMQOERPN-UHFFFAOYSA-N,GPFSWCRCPHKNBU-UHFFFAOYSA-N,OJPSNARFDYTAEN-LURJTMIESA-N,UPCKIPHSXMXJOX-UHFFFAOYSA-N,WXNXCEHXYPACJF-ZETCQYMHSA-N"
"1387","234.9179","184.3","44662.32","37756.09","44372.46","43524.49","39828.35","37712.33","44210.48","42707.84","45453.9","42262.45","35928.57","39900.52","41529.56","42001.76","45324.86","43053.27","40553.63","43423.4","41010.47","43970.14","positive","No Fragments","",""
"1388","274.9105","185.58","24815.54","22897.73","23926.01","24894.52","22098.55","22910.4","26541.9","23810.64","25746.34","25294.3","22095.06","22608.94","24571.85","23141.14","26497.38","24898.65","24007.12","26897.11","26467.95","24179.16","positive","No Fragments","",""
"1389","318.9003","178.27","11154.38","8505.76","11314.09","9938.85","9092.74","9649.03","9755.73","10437.99","11332.5","9400.96","9536.52","9525.47","9990.89","9397.55","10388.26","10406.38","12450.31","11192.63","9607.99","9719.08","positive","No Fragments","",""
"1390","380.8748","180.45","7251.33","6567.12","6739.07","8027.19","6277.11","6658.77","8762.37","7570.28","7345.78","7397.12","6312.03","7525.48","7254.13","7580.29","8533.56","7290.93","6973.74","7897.79","7827.5","7366.26","positive","No Fragments","",""
"1391","272.2226","240.71","41086.23","54159.54","13735.96","50313.26","13059.26","18560.26","23277.14","20675.83","18407.73","17983.65","9125.68","6372.83","17209.51","8671.59","8884.22","6484.64","8246.1","10843.95","9206.06","8109.89","positive","No Fragments","13-hydroxy-tridecanoic acid,2-hydroxy-tridecanoic acid,3-[[5-Methyl-2-(1-methylethyl)cyclohexyl]oxy]-1,2-propanediol,3-hydroxy-tridecanoic acid,3R-hydroxy-tridecanoic acid,4-hydroxy-tridecanoic acid,Tridecanoylglycine","BTHNNPTZHGZNAO-UHFFFAOYSA-N,CWSNHZHHWHLJIM-GFCCVEGCSA-N,CWSNHZHHWHLJIM-UHFFFAOYSA-N,DWXOPJCPYKBNEC-UHFFFAOYSA-N,KCEUZVYQPROALO-UHFFFAOYSA-N,MDVYIGJINBYKOM-UHFFFAOYNA-N,XGRUVWYMXLQICK-UHFFFAOYSA-N"
"1392","365.2802","766.95","9862.52","9000.28","14489.51","9753.09","15456.85","17379.16","53006.46","31640.68","26136.79","21770.07","16566.23","15324.14","14816.5","16107.34","12035.14","12152.99","15298.96","14397.65","15572.46","14792.89","positive","No Fragments","",""
"1393","628.3134","660.16","50000.13","28633.73","30976.86","14509.49","11260.83","17029.36","6758.97","10380.81","NA","9963.43","40849.35","28148.21","37870.3","51667.86","25365.82","32006.14","34594.5","26143.9","43257.02","34749.59","positive","No Fragments","(3Z)-Phycocyanobilin,(3Z)-Phycoerythrobilin,Irinotecan","IGJXAXFFKKRFKU-ISRBKNAYSA-N,INPDFIMLLXXDOQ-AIKFXVFZSA-N,UWKQSNNFCGGAFS-XIFFEERXSA-N"
"1394","189.1136","441.03","36062.83","32754.13","43409.81","36737.45","35020.84","39354.79","43733.1","47510.13","50748.65","45710.23","48233.79","47201.06","47967.28","45811.01","47226.2","46642.96","43636.55","50167.13","43425.61","49432.07","positive","No Fragments","",""
"1395","217.1185","620.69","30333.86","37345.09","23636.04","38958.95","32174.71","41077.75","49903.31","32892.16","30670.67","31079.61","39773.92","26400.24","34153.81","40990.12","24538.98","32279.03","33339.15","28407.06","26991.82","24916.5","positive","No Fragments","2-Aminoheptanedioic acid,Calystegin B2,Calystegine B2,Calystegine B5,N-Carboxyethyl-g-aminobutyric acid,Prolyl-Threonine,Sakacin P,Threoninyl-Proline,gamma-Glutamyl-gamma-aminobutyraldehyde","DJTRTWALNSXKOG-UHFFFAOYNA-N,FXFBVZOJVHCEDO-NMACYSKISA-N,FXFBVZOJVHCEDO-UHFFFAOYNA-N,GVUVRRPYYDHHGK-UHFFFAOYSA-N,JUQLUIFNNFIIKC-UHFFFAOYNA-N,JZNLEPLZUABCSQ-ZETCQYMHSA-N,QOLYAJSZHIJCTO-UHFFFAOYSA-N,SRGQUICKDUQCKO-UHFFFAOYSA-N,VMETVXNVLXCEFC-UHFFFAOYSA-N"
"1396","244.0931","617.95","25905.94","15232.25","18213.82","18566.51","16926.32","18783.93","21195.01","19450.94","12920.38","18297.01","16574.98","11883.44","14593.15","19620.51","9754.74","13640.96","11926.74","12673.32","11471","11645.94","positive","No Fragments","Cytarabine,Cytidine,Cytosine arabinoside,Penmacric acid,gamma-Glutamyl-beta-cyanoalanine","QEFCFJFZZLNSPP-UHFFFAOYNA-N,QUAADUAOVLZBJM-IOMOGOHMNA-N,QUAADUAOVLZBJM-WDSKDSINSA-N,UHDGCWIWMRVCDJ-CCXZUQQUSA-N,UHDGCWIWMRVCDJ-XVFCMESISA-N"
"1397","265.091","674.76","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","44234.96","32100.75","43826.43","45895.91","19921.07","34012.63","35257.23","29110.72","40791.25","35540.37","positive","No Fragments","(S,S)-Np-Histidinylalanine,(S,S)-Nt-Histidinylalanine,3-Hydroxy-4-butanolide,Histidinyl-Serine,Serinyl-Histidine","IZQGEZGZCIIKOP-UHFFFAOYNA-N,KRBMQYPTDYSENE-UHFFFAOYSA-N,MQEPWBMWFIVRPS-UHFFFAOYNA-N,MYLPOAPVPIJSGR-UHFFFAOYNA-N,YZMPDHTZJJCGEI-UHFFFAOYSA-N"
"1398","218.1501","831.26","36397.35","13553.7","22094.98","25320.93","20499.9","24983.52","17425.4","18927.43","19160.6","18891.81","32771.6","44951.6","42188.96","31837.88","9059.13","19941.37","23395.21","27536.65","17621.38","16402.36","positive","No Fragments","Alanyl-Lysine,Gamma-glutamyl-L-putrescine,Lysyl-Alanine,beta-Alanyl-L-lysine,gamma-L-Glutamylputrescine","PLDCWKCPEXNWJH-JLDDOWRYNA-N,PLDCWKCPEXNWJH-ZETCQYMHSA-N,QOOWRKBDDXQRHC-UHFFFAOYSA-N,QXRNAOYBCYVZCD-UHFFFAOYSA-N,WKGTVHGVLRCTCF-ZETCQYMHSA-N"
"1399","125.0998","451.42","15232.48","23679.73","26189.33","44917.86","24217.2","24063.74","28362.53","31067.07","21539.65","26090.32","30684.6","31810.45","30995.47","23021.65","33686.4","30010.75","19460.91","26343.67","24837.71","28177.15","positive","No Fragments","",""
"1400","154.0864","452.01","11731.46","6852.2","9026.83","8499.15","8545.73","7782.82","10639.3","12916.13","2973.09","7204.28","9345.49","7105.76","7027.33","5528.53","6113.83","7087.76","5715.76","6015.98","9080.41","5570.45","positive","No Fragments","(2E,4E)-2,4-Hexadienoic acid,(E)-4-Oxo-2-hexen-1-al,1,2-Cyclohexanedione,1,4-Cyclohexanedione,2,5-Dimethyl-3(2H)-furanone,2-(Methoxymethyl)furan,2-hexenedial,3,5-hexadienoic acid,3-Methyl-1,2-cyclopentanedione,3-hexenedial,3-hexynoic acid,4-hexynoic acid,4-oxo-2E-Hexenal,4-oxo-2Z-Hexenal,5,5-Dimethyl-2(5H)-furanone,5-hexynoic acid,6-hydroxy-2,4-hexadienal,Aleprolic acid,Cyclohexane-1,2-dione,Cyclohexane-1,3-dione,Dopamine,Octopamine,Parasorbic acid,Sorbic acid,Syoyualdehyde,Vanillylamine,cis-1,2-Dihydrobenzene-1,2-diol,p-Octopamine,trans-1,2-Dihydrobenzene-1,2-diol,xi-3,5-Dimethyl-2(5H)-furanone","ASOSVCXGWPDUGN-UHFFFAOYNA-N,DCZFGQYXRKMVFG-UHFFFAOYSA-N,DYNKRGCMLGUEMN-YFKPBYRVSA-N,GANSPRKOWQQXPE-UHFFFAOYSA-N,GVKYFODEMNCLGS-ARJAWSKDSA-N,GVKYFODEMNCLGS-ONEGZZNKSA-N,HJSLFCCWAKVHIW-UHFFFAOYSA-N,JHBKYZNFFMIFDA-UHFFFAOYSA-N,KRMCNXUYEWISGE-ONEGZZNKSA-N,LNRGVCBUONGIKW-HNQUOIGGSA-N,MOMBAXHNIPLMSI-UHFFFAOYSA-N,OACYKCIZDVVNJL-UHFFFAOYNA-N,OILAIQUEIWYQPH-UHFFFAOYSA-N,PCYZGEHNECVSCF-ZPUQHVIOSA-N,PEBMIJGMJUFNQE-HYXAFXHYSA-N,QHGUCRYDKWKLMG-QMMMGPOBSA-N,SAXRUMLUKZBSTO-UHFFFAOYNA-N,VPFMEXRVUOPYRG-UHFFFAOYSA-N,VTZDPQGGOUEESD-UHFFFAOYSA-N,VYFYYTLLBUKUHU-UHFFFAOYSA-N,WRPWWVNUCXQDQV-UHFFFAOYSA-N,WSWCOQWTEOXDQX-MQQKCMAXSA-N,YDRSQRPHLBEPTP-OLQVQODUSA-N,YDRSQRPHLBEPTP-PHDIDXHHSA-N,YNKQMZRTPPVLLL-UHFFFAOYSA-N,ZDJQEPWXARFGAE-OWOJBTEDSA-N"
"1401","296.2226","221.5","3919.29","5345.78","4695.55","NA","2512.8","44909.98","NA","5569.5","NA","40775.87","4563.97","6003.86","5948.09","5864.82","5166.75","6356.16","4229.58","7089.74","4382.46","4088.45","positive","No Fragments","(3beta,9beta)-7-Drimene-3,11,12-triol,5-Acetoxydihydrotheaespirane,7-Drimene-11,12,14-triol,8-Hydroxy-4(6)-lactarene-5,14-diol,Chrysanthetriol,Kessyl glycol,Kikkanol A,Kikkanol D,Kikkanol F,Lubiminol,Prohydrojasmon,formyl 7-oxo-11E-tetradecenoate","DXLKOOQBJKRNLJ-AZTPNKIGSA-N,DXLKOOQBJKRNLJ-INYXVGHSSA-N,FLJVCTAWIDPKTG-UHFFFAOYNA-N,HMTVXYYWICMXMY-UHFFFAOYSA-N,IPDFPNNPBMREIF-CHWSQXEVSA-N,LTAWGWRPOGXHBD-UHFFFAOYNA-N,NFDGWGXWJZESMB-QRTUWBSPSA-N,NPIIWZCGVADPIE-UHFFFAOYNA-N,UMXJEXAFNWMBJX-UHFFFAOYNA-N,VXYDRFPPIDYAPI-SNAWJCMRSA-N,ZJQHXIIOVKOVID-RDBSUJKOSA-N,ZVTXMJUNGOWZRE-UHFFFAOYNA-N"
"1402","156.1385","250.19","12836.16","11530.74","13830.45","12082.12","14776.68","15321.76","16342.16","12736.21","44052.52","22729.2","6294.85","5366.37","5616.07","6927.3","6189.21","6056.77","6841.84","7038.74","8088.64","7020.97","positive","No Fragments","(2R,4Z)-4-Hepten-2-ol,(Z)-4-Hepten-1-ol,(±)-2-Methylhexanal,1-Ethoxy-3-methyl-2-butene,1-Methylcyclohexanol,2,2,6,6-Tetramethyl-4-piperidinone,2,4-Dimethyl-3-pentanone,2-(1-Pyrrolidinyl)-3-pentanone,2-Heptanone,3-(1-Pyrrolidinyl)-2-pentanone,3-Heptanone,3-Methylcyclohexanol,3-Methylhexan-2-one,3-Methylhexanal,4-Heptanone,4-Methylhexan-2-one,4-Methylhexan-3-one,4S-Methylhexan-3-one,4Z-Hepten-2R-ol,4Z-Hepten-2S-ol,5-Methyl-2-hexanone,5-Methylhexan-2-one,5-Methylhexan-3-one,Enanthaldehyde,Ethyl isobutyl ketone,Heptan-3-one,Heptan-4-one,Heptanal,Methylisopelletierine,N-Methylpelletierine,delta4-hepten-2-ol.,heptan-2-one","BHVGMUDWABJNRC-UHFFFAOYNA-N,CATSNJVOTSVZJV-UHFFFAOYSA-N,CUKAXHVLXKIPKF-ARJAWSKDSA-N,DXVYLFHTJZWTRF-UHFFFAOYSA-N,FFWSICBKRCICMR-UHFFFAOYSA-N,FXHGMKSSBGDXIY-UHFFFAOYSA-N,GYWYASONLSQZBB-UHFFFAOYSA-N,HCFAJYNVAYBARA-UHFFFAOYSA-N,HPMSQLYFMOOLKS-UHFFFAOYSA-N,HTSABYAWKQAHBT-UHFFFAOYNA-N,HXVNBWAKAOHACI-UHFFFAOYSA-N,JWUXJYZVKZKLTJ-UHFFFAOYSA-N,KZUFTCBJDQXWOJ-IQXGSHKSSA-N,KZUFTCBJDQXWOJ-MJSGSUOKSA-N,KZUFTCBJDQXWOJ-PLNGDYQANA-N,KZUFTCBJDQXWOJ-SNAWJCMRSA-N,NGAZZOYFWWSOGK-UHFFFAOYSA-N,RDPXXKUWQXFOHG-UHFFFAOYNA-N,TYHJMEIBGDDCPA-UHFFFAOYNA-N,TYHJMEIBGDDCPA-UHFFFAOYSA-N,ULPMRIXXHGUZFA-LURJTMIESA-N,ULPMRIXXHGUZFA-UHFFFAOYSA-N,URXJQXJRZXGXTQ-UHFFFAOYNA-N,VTBOTOBFGSVRMA-UHFFFAOYSA-N,XUPXMIAWKPTZLZ-UHFFFAOYSA-N,ZSJUABCTGCNBPF-UHFFFAOYNA-N"
"1403","207.0742","466.51","25511.78","22114.21","28010.04","16224.02","15019.8","12387.55","19575.28","14190.48","15178.35","21254.98","37894.35","29079.8","42480.42","38506.18","35720.86","38748.34","35086.39","36294.8","39414.16","42691.75","positive","No Fragments","2-Hydroxymethylclavam,5-ethyl-5-methyl-2,4-oxazolidinedione,Acrylamide-acrylic acid resin,Trimethadione,Vinylacetylglycine","CRVXTEJTLQIKDI-XINAWCOVSA-N,IRYJRGCIQBGHIV-UHFFFAOYSA-N,MGHNWMRNFGYJKE-UHFFFAOYNA-N,RNIHAPSVIGPAFF-UHFFFAOYSA-N,UKISAGFGRDHYFO-UHFFFAOYSA-N"
"1404","268.0729","460.51","30875.65","21906.75","23521.73","15688.33","14160.37","17679.35","20020.93","17672.05","15515.83","17824.96","24363.73","17180.23","23496.09","29473.71","19011.56","17771.9","19574.14","16832.54","24783.47","20686.88","positive","No Fragments","Propazine,Terbuthylazine,Trietazine","FZXISNSWEXTPMF-UHFFFAOYSA-N,HFBWPRKWDIRYNX-UHFFFAOYSA-N,WJNRPILHGGKWCK-UHFFFAOYSA-N"
"1405","246.0909","459.87","25177.02","9814.48","13293.62","8014.49","8323.31","9480.68","13325.64","10249.86","NA","9598.08","14472.51","11894.4","16169.72","18406.13","10417.28","11268.68","13122.52","9950.16","16143.09","12217.34","positive","No Fragments","",""
